Provincia,Distrito,Posto,Localidade,Povoado,CodigoEscola,NomeEscola,TemAgua,FonteAgua,QualidadeAgua,TemEnergia ,TipoEnergia,TemLatrina,TotalLatrina,EstadoLatrina,TemUrino,TotalUrino,UrinoFuncional,EstadoUrino,TemCasaBanho,TotalCB,CBFunci,Longitude,Latitude
Zambézia,Namarroi,Namarroi Sede,Lipali,Uede,103106,Escola Primária de Nanvuca,Não,Sim,Nenhuma,Não,sim,Sim,3,Razoável,Não,0,Não,Nenhum,Não,0,Nenhuma,36.99786111,-16.15038889
Zambézia,Namarroi,Regone,Regone,Namarua,103110,Escola Primaria de Eramua,Não,Sim,Nenhuma,Não,sim,Sim,2,Razoável,Sim,2,Sim,Razoável,Não,0,Nenhuma,36.78536111,-15.80433333
Zambézia,Namarroi,Regone,Nemone,Namarua,103153,Escola primária de Mahurua,Não,Sim,Nenhuma,Não,sim,Sim,2,Razoável,Sim,2,Sim,Razoável,Não,0,Nenhuma,36.64566667,-15.86908333
Zambézia,Namarroi,Regone,Regone,Namarua,103647,Escola Primária Completa de Mbauane,Não,Sim,Nenhuma,Não,sim,Sim,2,Razoável,Sim,2,Sim,Razoável,Não,0,Nenhuma,36.88027778,-15.72769444
Zambézia,Namarroi,Namarroi Sede,Marea,Cacatiua,103648,Escola Primária Completa de Mepoca,Não,Sim,Nenhuma,Não,sim,Sim,2,Razoável,Sim,2,Sim,Razoável,Não,0,Nenhuma,37.00036111,-15.98536111
Manica,Bárué,Catandica,Chuala-Honde,Chiramba,04-0824,Escola Primária do 1º grau de Chiramba - 2,Sim,Poço,Não Potável,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Nenhuma,33.43755556,-18.47630556
Manica,Bárué,Choa,Nhabuto,Chicodo,04-0846,Escola Primária do 1º grau de Chicodo,Sim,Poço,Não Potável,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Nenhuma,33.12639444,-18.15813889
Manica,Macossa,Macossa,Macossa sede,Moguene,04-0646,Escola primaria do 1º  grau de Moguene,Sim,Furo com bomba,Potável,Não,sim,Sim,1,Razoável,Sim,2,Sim,Mau,Sim,1,Sim,34.26866667,-18.06005556
Manica,Macossa,Nhamangua,Dunda,Phonphué,04-1060,Escola primaria do 1º  grau de Phonphué,Sim,Furo com bomba,Potável,Não,sim,Sim,2,Razoável,Sim,2,Sim,Mau,Sim,2,Sim,33.43325833,-17.62218611
Manica,Macossa,Nhamangua,Dunda,Nhandadza,04-1074,Escola primaria do 1º  grau de Nhandadza,Não,Sim,Nenhuma,Não,sim,Sim,2,Razoável,Sim,2,Sim,Mau,Sim,2,Sim,33.43479722,-17.79054444
Manica,Macate,Macate,Macate sede,Nhamathui,04-0127,Escola Primaria do 1° grau de Nhamathui,Sim,Furo com bomba,Potável,Não,sim,Sim,3,Razoável,Sim,2,Sim,Razoável,Sim,3,Sim,33.54188889,-19.32752778
Nampula,Lalaua,Meti,Meti sede,Munôce,62845,Escola Primária do 1º Grau  1º de Maio,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Nenhuma,39.63161111,-14.44019444
Zambézia,Chinde,Chinde-Sede,Chinde-Sede,Amarelo,100221,Escola Primária Completa de Emilia Dausse,Sim,Furo com bomba,Não Potável,Sim,Rede Pública,Sim,4,Razoável,Sim,2,Sim,Bom,Sim,4,Sim,36.46188889,-18.58113889
Zambézia,Chinde,Chinde-Sede,Chinde-Sede,Aeroporto,100231,Escola Primária Completa de24 de Julho,Sim,Furo com bomba,Não Potável,Não,sim,Não,0,Nenhum,Sim,2,Sim,Razoável,Sim,3,Sim,36.44627778,-18.60010556
Zambézia,Chinde,Chinde-Sede,Chinde-Sede,Centro,100222,Escola Primária Completa de Filipe Samuel Magaia,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Sim,1,Sim,Razoável,Sim,2,Sim,36.431,-18.61125
Zambézia,Chinde,Chinde-Sede,Matilde,Matilde sede,100241,Escola Primária Completa de 7 de Setembro-Matilde,Sim,Furo com bomba,Potável,Não,sim,Sim,3,Mau,Sim,1,Sim,Razoável,Sim,2,Sim,36.24891667,-18.65833333
Zambézia,Chinde,Chinde-Sede,Matilde,Cacaira,100240,Escola Primária Completa de Josina Machel-Caçaira,Sim,Furo com bomba,Potável,Não,sim,Não,0,Nenhum,Sim,1,Sim,Razoável,Sim,3,Sim,36.25836111,-18.68955556
Zambézia,Chinde,Micaune ,Micaune ,Mugor,100258,Escola Primária Completa de Samora Machel-Micaune,Não,Sim,Nenhuma,Não,sim,Sim,1,Razoável,Sim,1,Sim,Razoável,Sim,2,Sim,36.57066667,-18.36827778
Zambézia,Chinde,Micaune ,Micaune ,Matotombo,100273,Escola Primária Completa de Matotombo,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Sim,1,Sim,Razoável,Sim,1,Sim,36.55202778,-18.40802778
Zambézia,Chinde,Micaune ,Micaune ,Mucinde,102052,Escola Primária Completa de  Mucinde,Sim,Furo com bomba,Não Potável,Não,sim,Não,0,Nenhum,Sim,1,Sim,Razoável,Sim,3,Sim,36.59869444,-18.32966667
Zambézia,Chinde,Micaune ,Micaune ,Murimba,100257,Escola Primária Completa de Murimba,Não,Sim,Nenhuma,Não,sim,Sim,2,Razoável,Sim,1,Sim,Razoável,Sim,1,Sim,36.54358333,-18.39038889
Zambézia,Chinde,Micaune ,Mitange ,Mitange,100259,Escola Primária Completa de 3 de Fev. Mitange,Sim,Furo com bomba,Potável,Não,sim,Sim,1,Razoável,Sim,1,Sim,Razoável,Sim,2,Sim,36.71366667,-18.29488889
Zambézia,Chinde,Micaune ,Mitange ,Nhamarramba,100262,Escola Primária Completa de Barra Nhamarramba,Sim,Furo com bomba,Potável,Não,sim,Não,0,Nenhum,Sim,2,Sim,Razoável,Sim,1,Sim,36.706,-18.32472222
Zambézia,Chinde,Chinde-Sede,Pambane,Mucito,100225,Escola Primária Completa de K. Kaunda-Pambane,Sim,Furo com bomba,Potável,Não,sim,Sim,1,Razoável,Sim,2,Sim,Razoável,Sim,2,Sim,36.36175,-18.69994444
Zambézia,Chinde,Chinde-Sede,Pambane,São Tome,100228,Escola Primária Completa de Sao Tome,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Sim,2,Sim,Razoável,Sim,3,Sim,36.31138889,-18.66625
Zambézia,Chinde,Chinde-Sede,Pambane,Minduine,100229,Escola Primária Completa de A. Cabral -Minduine,Sim,Poço,Não Potável,Não,sim,Sim,1,Razoável,Sim,1,Sim,Razoável,Sim,1,Sim,36.5975,-18.33166667
Zambézia,Chinde,Chinde-Sede,Pambane,Nhamacara,100230,Escola Primária de Inhamacara,Sim,Furo com bomba,Nenhuma,Não,sim,Não,0,Nenhum,Sim,1,Sim,Razoável,Sim,2,Sim,36.29430556,-18.78205556
Zambézia,Chinde,Chinde-Sede,Matilde,Nhacapale,102754,Escola Primária Completa de Nhacapale,Não,Sim,Nenhuma,Não,sim,Sim,1,Razoável,Sim,1,Sim,Razoável,Sim,2,Sim,36.22243889,-18.86792222
Zambézia,Chinde,Chinde-Sede,Matilde ,Feira Muiemba,100250,Escola Primária Completa de Feira Muiemba,Sim,Furo com bomba,Não Potável,Não,sim,Não,0,Nenhum,Sim,1,Sim,Razoável,Sim,1,Sim,36.28483333,-18.65041667
Zambézia,Chinde,Chinde-Sede,Matilde ,Maguiguane,100239,Escola Primária Completa de Maguiguane,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Sim,1,Sim,Razoável,Sim,3,Sim,36.30705556,-18.63983333
Zambézia,Chinde,Chinde-Sede,Matilde ,Sombo 1,100224,Escola Primária Completa de S. Machel- Sombo,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Sim,1,Sim,Razoável,Sim,2,Sim,36.34894444,-18.63077778
Zambézia,Chinde,Chinde-Sede,Matilde ,Chacuma,100234,Escola Primária Completa de Chacuma,Não,Sim,Nenhuma,Não,sim,Sim,1,Razoável,Sim,1,Sim,Razoável,Sim,2,Sim,36.26138889,-18.64947222
Zambézia,Chinde,Chinde-Sede,Matilde ,Inhamitundo,100245,Escola Primária Completa de Inhamitundo,Não,Sim,Nenhuma,Não,sim,Sim,1,Razoável,Sim,2,Sim,Razoável,Sim,2,Sim,36.30408333,-18.66625
Zambézia,Chinde,Micaune,Micaune ,Danda,100216,Escola Primária Completa de 12 de Outubro-Danda,Sim,Furo com bomba,Não Potável,Não,sim,Sim,2,Razoável,Sim,1,Sim,Razoável,Sim,1,Sim,36.60225,-18.36344444
Zambézia,Chinde,Micaune ,Magaza,Alfazer Mutepa,100205,Escola Primária Completa de Alfazer Mutepa,Sim,Furo com bomba,Não Potável,Não,sim,Não,0,Nenhum,Sim,2,Sim,Razoável,Sim,2,Sim,36.65172222,-18.09611111
Zambézia,Chinde,Micaune ,Magaza,Alfazer 8 de Marco,100264,Escola Primária Completa de 8 de Março Alfazer,Sim,Furo com bomba,Não Potável,Não,sim,Não,0,Nenhum,Sim,2,Sim,Razoável,Sim,2,Sim,36.54116667,-18.11447222
Zambézia,Chinde,Chinde-Sede,Matilde ,Ibo,100200,Escola Primária Completa de Ibo,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Sim,2,Sim,Razoável,Sim,1,Sim,36.213,-18.79519444
Zambézia,Chinde,Micaune ,Magaza,Nhamata,102648,Escola Primária Completa de Nhamata,Não,Sim,Nenhuma,Não,sim,Sim,1,Razoável,Sim,1,Sim,Razoável,Sim,1,Sim,36.65797222,-18.329
Zambézia,Chinde,Chinde-Sede,Chinde-Sede,Reassentamento,102747,Escola Primária Completa de Reassentamento-Jorge,Sim,Furo com bomba,Potável,Não,sim,Sim,1,Razoável,Sim,1,Sim,Razoável,Sim,1,Sim,36.3915,-18.63936111
Zambézia,Chinde,Chinde-Sede,Chinde-Sede,Nhamdombe,102984,Escola Primária Completa de Herois Moçambicanos,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Sim,1,Sim,Razoável,Sim,1,Sim,36.39158056,-18.63936667
Zambézia,Chinde,Chinde-Sede,Chinde-Sede,Temane,100226,Escola Primária Completa de 12 de Outubro-Temane,Sim,Furo com bomba,Potável,Não,sim,Não,0,Nenhum,Sim,1,Sim,Razoável,Sim,1,Sim,36.40613889,-18.633575
Zambézia,Chinde,Chinde-Sede,Mucuandaia,Namore,100232,Escola Primária Completa de Namore,Não,Sim,Nenhuma,Não,sim,Sim,1,Razoável,Sim,1,Sim,Razoável,Sim,1,Sim,36.34152778,-18.58066667
Zambézia,Gurué,Mepuagiua,Incize,Muela,100402,Escola Primária Completa de Muela II  (a),Sim,Furo com bomba,Potável,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Nenhuma,36.96497222,-15.46019444
Zambézia,Gurué,Lioma,Tetete,Ruace,100424,Escola Primária Completa  de Lioma-Ruace (ao),Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Nenhuma,36.80561111,-15.16919444
Zambézia,Gurué,Lioma,Nintulo,Nachele,100425,Escola Primária Completa de Nachele,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Nenhuma,37.15738889,-15.14797222
Zambézia,Gurué,Gurué Sede,Cidade do Gurué,Cidade de Gurue,100426,Escola Básica Industrial do Gurué,Sim,Rede pública,Potável,Sim,Rede Pública,Sim,8,Bom,Sim,8,Sim,Bom,Sim,4,Sim,36.99069444,-15.46888889
Zambézia,Gurué,Gurué Sede,Cidade do Gurué,Bairro Projecto,100441,Escola Primária completa do Projecto Gurue (f),Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Nenhuma,36.99016667,-15.47405556
Zambézia,Gurué,Gurué Sede,Mucunha,Murrábué,100475,Escola primária Completa de Murrábué (h),Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Nenhuma,37.08311111,-15.39855556
Zambézia,Lugela,Munhamade,Cubá,Dabadula,100703,Escola Primária de Dabadula,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Sim,1,Sim,36.74669444,-16.63986111
Zambézia,Lugela,Posto Sede,Puthine,Mpaha,100704,Escola Primária de M'paha,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Sim,2,Sim,36.88458333,-16.37052778
Zambézia,Lugela,Munhamade,Munhamade,Nibone,103184,Escola Primária de Nibone ,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Sim,1,Sim,37.07621667,-16.52775556
Zambézia,Mopeia,Mopeia-Sede,Mopeia sede,Liberdade,103583,Escola Primária Completa de Liberdade,Não,Sim,Nenhuma,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Nenhuma,35.72930556,-17.93308333
Zambézia,Morrumbala,Megaza,Pinda,Sapinda,101378,Escola Primária Completa de Sapinda,Sim,Furo com bomba,Potável,Não,sim,Sim,6,Razoável,Não,0,Não,Nenhum,Sim,6,Sim,35.356,-17.33744444
Zambézia,Morrumbala,Megaza,Pinda,Quembo-2,102426,Escola Primária Completa de Quembo-2,Não,Sim,Nenhuma,Não,sim,Sim,3,Razoável,Não,0,Não,Nenhum,Sim,8,Sim,35.35988889,-17.27952778
Manica,Bárué,Choa,Nhabuto,Barauro ,04-0003,Escola Primária do 1º e 2º grau de Barauro 1,Sim,Poço,Não Potável,Não,sim,Sim,1,Bom,Não,0,Não,Nenhum,Não,0,Nenhuma,33.15347222,-18.48755556
Manica,Bárué,Choa,Nhabuto,Choa,04-0004,Escola Primária do 1º e 2º grau de Choa Sede,Sim,Furo com bomba,Potável,Não,sim,Sim,1,Razoável,Não,0,Não,Nenhum,Não,0,Nenhuma,33.03069444,-18.65969444
Manica,Bárué,Catandica,Inhazónia,Inhazonia,04-0009,Escola Primária do 1º e 2º grau de Inhazonia,Sim,Poço,Não Potável,Não,sim,Sim,1,Razoável,Não,0,Não,Nenhum,Não,0,Nenhuma,33.33052778,-18.58306111
Manica,Bárué,Catandica,Vila de Cantadica,Ntsuanda,04-0010,Escola Primáriado 1º e 2º grau de  Ntsuanda,Sim,Furo com bomba,Potável,Sim,Rede Pública,Sim,1,Bom,Não,0,Não,Nenhum,Não,0,Nenhuma,33.30283056,-18.05889444
Manica,Bárué,Catandica,Vila de Cantadica,Vila de Catandica,04-0011,Escola Primária do 1º e 2º grau 1 de Junho ,Sim,Rede pública,Potável,Sim,Rede Pública,Sim,1,Bom,Não,0,Não,Nenhum,Não,0,Nenhuma,33.2903,-18.09877778
Manica,Bárué,Catandica,Vila de Cantadica,Sanhantunze,04-0012,Escola Primária do 1º e 2º grau de Sanhantunze,Sim,Furo com bomba,Potável,Não,sim,Sim,1,Bom,Não,0,Não,Nenhum,Não,0,Nenhuma,33.30383333,-18.11847222
Manica,Bárué,Catandica,Vila de Cantadica,Vila de Catandica,04-0013,Escola Primária do 1º e 2º grau 3 de Fevereiro,Sim,Furo com bomba,Potável,Sim,Rede Pública,Sim,1,Bom,Não,0,Não,Nenhum,Não,0,Nenhuma,33.28806667,-18.11719444
Manica,Bárué,Catandica,Chuala-Honde,Tsongolera,04-0016,Escola Primária do 1º e 2º grau de Tsongolera,Sim,Poço,Não Potável,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Nenhuma,33.28825,-18.45591667
Manica,Bárué,Catandica,Chuala-Honde,Chiramba,04-0016,Escola Primária do 1º e 2º grau de Chiramba 1,Sim,Poço,Não Potável,Sim,Painel Solar,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Nenhuma,33.44686111,-18.35752222
Manica,Bárué,Catandica,Inhazónia,Chatola,04-0018,Escola Primáriado 1º e 2º grau de Chatola,Sim,Poço,Não Potável,Não,sim,Sim,1,Bom,Não,0,Não,Nenhum,Não,0,Nenhuma,33.55697222,-18.33586111
Manica,Bárué,Catandica,Inhazónia, Choe,04-0019,Escola Primária do 1º e 2º grau de Choe,Sim,Poço,Não Potável,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Nenhuma,33.47005556,-18.04227778
Manica,Bárué,Catandica,Chuala-Honde,Seguma,04-0020,Escola Primária do 1º e 2º grau de Seguma,Sim,Furo com bomba,Potável,Sim,Painel Solar,Sim,1,Bom,Não,0,Não,Nenhum,Não,0,Nenhuma,33.30669444,-18.3205
Manica,Bárué,Catandica,Inhazónia, Cagole,04-0022,Escola Primária do 1º e 2º grau de Cagole,Sim,Poço,Não Potável,Sim,Rede Pública,Sim,1,Bom,Não,0,Não,Nenhum,Não,0,Nenhuma,33.59644444,-18.20144444
Manica,Bárué,Catandica,Chuala-Honde,Meque,04-0023,Escola Primária do 1º e 2º grau de Meque,Sim,Poço,Não Potável,Sim,Painel Solar,Sim,1,Bom,Não,0,Não,Nenhum,Não,0,Nenhuma,33.36458333,-18.39922222
Manica,Bárué,Catandica,Inhazónia,Chozwo,04-0024,Escola Primária do 1º e 2º grau de Chozwuo,Sim,Poço,Não Potável,Não,sim,Sim,1,Bom,Não,0,Não,Nenhum,Não,0,Nenhuma,33.22986111,-18.40061111
Manica,Bárué,Catandica,Chuala-Honde,Mussambidze,04-0025,Escola Primária do 1º e 2º grau de Mussambidze,Sim,Furo com bomba,Potável,Sim,Painel Solar,Sim,1,Bom,Não,0,Não,Nenhum,Não,0,Nenhuma,33.28533333,-18.55223611
Manica,Bárué,Nhampassa,Inhazónia,Nhansanze,04-0026,Escola Primária do 1º e 2º grau de Nhansanze,Sim,Furo com bomba,Potável,Sim,Painel Solar,Sim,1,Bom,Não,0,Não,Nenhum,Não,0,Nenhuma,33.42286111,-18.55822222
Manica,Bárué,Catandica,Chuala-Honde,Chuala,04-0027,Escola Primária do 1º e 2º grau de Chuala,Sim,Furo com bomba,Potável,Não,sim,Sim,1,Bom,Não,0,Não,Nenhum,Não,0,Nenhuma,33.40538889,-18.68418056
Manica,Bárué,Nhampassa,Chuala-Honde,Phanze,04-0028,Escola Primária do 1º e 2º grau de Phanze,Sim,Furo com bomba,Potável,Sim,Painel Solar,Sim,1,Bom,Não,0,Não,Nenhum,Não,0,Nenhuma,33.19816667,-18.55297222
Manica,Bárué,Catandica,Chuala-Honde, Nhamadjo,04-0029,Escola Primáriado 1º e 2º grau de Nhamadjo,Sim,Poço,Não Potável,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Nenhuma,33.32136111,-18.69544444
Manica,Bárué,Catandica,Chuala-Honde,Mussianhalo,04-0030,Escola Primária do 1º e 2º grau de Mussianhalo,Sim,Furo com bomba,Potável,Não,sim,Sim,1,Bom,Não,0,Não,Nenhum,Não,0,Nenhuma,33.50052778,-18.55972222
Manica,Bárué,Catandica,Chuala-Honde,Nhangade,04-0031,Escola Primária do 1º e 2º grau de Nhangade,Sim,Furo com bomba,Potável,Sim,Rede Pública,Sim,1,Bom,Não,0,Não,Nenhum,Não,0,Nenhuma,33.60986111,-18.55686111
Manica,Bárué,Catandica,Chuala-Honde,Honde,04-0032,Escola Primária do 1º e 2º grau de Honde,Sim,Furo com bomba,Potável,Sim,Painel Solar,Sim,1,Bom,Não,0,Não,Nenhum,Não,0,Nenhuma,33.34766667,-18.54844444
Manica,Bárué,Nhampassa,Nhassacara,M'Pataguenha,04-0033,Escola Primária do 1º e 2º grau de M'Pataguenha,Sim,Furo com bomba,Potável,Não,sim,Sim,1,Bom,Não,0,Não,Nenhum,Não,0,Nenhuma,33.30640278,-18.96836111
Manica,Bárué,Catandica,Chuala-Honde,Pungue Norte,04-0034,Escola Primária do 1º e 2º grau de Pungue Norte,Sim,Poço,Não Potável,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Nenhuma,33.33841667,-18.74336111
Manica,Bárué,Catandica,Chuala-Honde,Nhamatema,04-0035,Escola Primária do 1º e 2º grau de Nhamatema,Sim,Poço,Não Potável,Não,sim,Sim,1,Razoável,Não,0,Não,Nenhum,Não,0,Nenhuma,33.48541667,-18.85825
Manica,Bárué,Catandica,Chuala-Honde,Munene,04-0036,Escola Primária do 1º e 2º grau de Munene,Sim,Poço,Não Potável,Sim,Painel Solar,Sim,1,Bom,Não,0,Não,Nenhum,Não,0,Nenhuma,33.27238889,-18.26430556
Manica,Bárué,Catandica,Inhazónia,Maximino,04-0037,Escola Primária do 1º e 2º grau deMaximino,Sim,Furo com bomba,Potável,Não,sim,Sim,1,Bom,Não,0,Não,Nenhum,Não,0,Nenhuma,33.49806944,-18.20501389
Manica,Bárué,Catandica,Inhazónia,Julius Nyerere,04-0038,Escola Primária do 1º e 2º grau Julius Nyerere,Sim,Furo com bomba,Potável,Não,sim,Sim,1,Bom,Não,0,Não,Nenhum,Não,0,Nenhuma,33.45527778,-18.13541667
Manica,Bárué,Catandica,Chuala-Honde, Mussinze,04-0039,Escola Primária do 1º e 2º grau de Mussinze,Sim,Poço,Não Potável,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Nenhuma,33.12466667,-18.53395833
Manica,Bárué,Catandica,Inhazónia,Nhamuca,04-0040,Escola Primária do 1º e 2º grau de Nhamuca,Sim,Furo com bomba,Potável,Sim,Painel Solar,Sim,1,Bom,Não,0,Não,Nenhum,Não,0,Nenhuma,33.40486111,-18.04097222
Manica,Bárué,Catandica,Inhazónia,Nhamissundo,04-0041,Escola Primária do 1º e 2º grau de Nhamissundo,Sim,Furo com bomba,Potável,Não,sim,Sim,1,Bom,Não,0,Não,Nenhum,Não,0,Nenhuma,33.42119444,-18.19575
Manica,Bárué,Catandica,Inhazónia,Chindengue,04-0043,Escola Primária do 1º e 2º grau de Chindengue,Sim,Furo com bomba,Potável,Não,sim,Sim,1,Bom,Sim,1,Sim,Bom,Não,0,Nenhuma,33.35655556,-18.43338889
Manica,Bárué,Nhampassa,Nhassacara,Nhampassa,04-0044,Escola Primáriado 1º e 2º grau de Nhampassa,Sim,Furo com bomba,Potável,Sim,Rede Pública,Sim,1,Bom,Não,0,Não,Nenhum,Não,0,Nenhuma,33.37713889,-18.33963889
Manica,Bárué,Nhampassa,N'Fudzi,Cruzamento Macossa,04-0045,Escola Primária do 1º e 2º grau de Cruzamento Macossa,Sim,Poço,Não Potável,Sim,Rede Pública,Sim,1,Bom,Não,0,Não,Nenhum,Não,0,Nenhuma,33.43447222,-18.20477778
Manica,Bárué,Nhampassa,Nhassacara,Nhanthuthu,04-0046,Escola Primária do 1º e 2º grau de Nhanthuthu,Sim,Poço,Não Potável,Sim,Painel Solar,Sim,1,Bom,Sim,1,Sim,Bom,Não,0,Nenhuma,33.50005556,-17.87475
Manica,Bárué,Nhampassa,Nhassacara,Nhassacara,04-0047,Escola Primária do 1º e 2º grau de Nhassacara,Sim,Furo com bomba,Potável,Sim,Rede Pública,Sim,1,Bom,Não,0,Não,Nenhum,Não,0,Nenhuma,33.441,-19.00647222
Manica,Bárué,Nhampassa,N'Fudzi,Pandira,04-0048,Escola Primária do 1º e 2º grau de Pandira,Sim,Furo com bomba,Potável,Sim,Painel Solar,Sim,1,Bom,Não,0,Não,Nenhum,Não,0,Nenhuma,33.56325,-18.24019444
Manica,Bárué,Nhampassa,Nhassacara,Magobidi,04-0051,Escola Primária do 1º e 2º grau de Magobidi,Sim,Poço,Não Potável,Não,sim,Sim,1,Bom,Não,0,Não,Nenhum,Não,0,Nenhuma,33.35447222,-18.07413889
Manica,Bárué,Nhampassa,Nhassacara,Nhathucutira,04-0052,Escola Primária do 1º e 2º grau de Nhathucutira,Sim,Poço,Não Potável,Não,sim,Sim,1,Bom,Não,0,Não,Nenhum,Não,0,Nenhuma,33.35022222,-18.15336111
Manica,Bárué,Catandica,Chuala-Honde,Nhamuale,04-0053,Escola Primária do 1º e 2º grau de Nhamuale,Sim,Poço,Não Potável,Sim,Painel Solar,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Nenhuma,33.36772222,-18.29380556
Manica,Bárué,Nhampassa,N'Fudzi,Nhanduwe,04-0056,Escola Primária do 1º e 2º grau de Nhaduwe,Sim,Poço,Não Potável,Não,sim,Sim,1,Bom,Não,0,Não,Nenhum,Não,0,Nenhuma,33.30044444,-18.29366667
Manica,Bárué,Choa,Nhabuto,Nhabuto,04-0669,Escola Primária do 1º e 2º grau de Nhabuto,Sim,Poço,Não Potável,Não,sim,Sim,1,Bom,Não,0,Não,Nenhum,Não,0,Nenhuma,33.12639444,-18.15794444
Manica,Bárué,Catandica,Chuala-Honde,Nhauchi,04-0670,Escola Primária do 1º e 2º grau de Nhauchi,Sim,Furo com bomba,Potável,Sim,Painel Solar,Sim,1,Bom,Não,0,Não,Nenhum,Não,0,Nenhuma,33.53340278,-18.89072222
Manica,Bárué,Nhampassa,N'Fudzi,Domba,04-0671,Escola Primária do 1º e 2º grau de Domba,Sim,Poço,Não Potável,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Nenhuma,33.81986111,-18.28997222
Manica,Bárué,Catandica,Chuala-Honde,Nhamagoto,04-0672,Escola Primária do 1º e 2º grau de Nhamagoto,Sim,Furo com bomba,Potável,Não,sim,Sim,1,Bom,Não,0,Não,Nenhum,Não,0,Nenhuma,33.51077778,-18.70640278
Manica,Bárué,Catandica,Chuala-Honde,Nhamapanda,04-0673,Escola Primária do 1º e 2º grau de Nhamapanda,Sim,Poço,Não Potável,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Nenhuma,33.261,-18.21838889
Manica,Bárué,Catandica,Vila de Cantadica,Vila de Catandica,04-0741,Escola Primária do 1º e 2º grau 1º de Maio,Sim,Poço,Não Potável,Não,sim,Sim,1,Bom,Não,0,Não,Nenhum,Não,0,Nenhuma,33.30252778,-18.05255556
Manica,Bárué,Nhampassa,N'Fudzi,Camuazanchenga,04-0742,Escola Primária do 1º e 2º grau de Camuazanchenga,Sim,Poço,Não Potável,Não,sim,Sim,1,Bom,Não,0,Não,Nenhum,Não,0,Nenhuma,33.42297222,-18.13338889
Manica,Bárué,Catandica,Inhazónia,Gomes,04-0765,Escola Primária do 1º e 2º grau de Malambamize,Sim,Poço,Não Potável,Não,sim,Sim,1,Bom,Não,0,Não,Nenhum,Não,0,Nenhuma,33.38152778,-18.08830556
Manica,Bárué,Catandica,Chuala-Honde,Nhatharara,04-0766,Escola Primáriado 1º e 2º grau de Nhatharara,Sim,Poço,Não Potável,Não,sim,Sim,1,Bom,Não,0,Não,Nenhum,Não,0,Nenhuma,33.48447222,-18.85816667
Manica,Bárué,Catandica,Inhazónia,Nhamatwa,04-0767,Escola Primária do 1º e 2º grau de Nhamatwa,Sim,Poço,Não Potável,Não,sim,Não,0,Nenhum,Não,0,Não,Nenhum,Não,0,Nenhuma,33.44847222,-18.41797222
Manica,Bárué,Nhampassa,Nhassacara,Chicuio,04-0819,Escola Primária do 1º e 2º grau de Chicuio,Sim,Poço,Não Potável,Não,sim,Sim,1,Bom,Não,0,Não,Nenhum,Não,0,Nenhuma,33.44077778,-18.00633333
Manica,Bárué,Catandica,Chuala-Honde,Nhamundimo,04-0820,Escola Primária do 1º e 2º grau de Nhamundimo,Sim,Furo com bomba,Potável,Não,sim,Sim,1,Bom,Não,0,Não,Nenhum,Não,0,Nenhuma,33.24027778,-18.06025
Manica,Bárué,Catandica,Inhazónia, Nhaucaca,04-0822,Escola Primária do 1º e 2º grau de Nhaucaca,Sim,Furo com bomba,Potável,Não,sim,Sim,1,Bom,Não,0,Não,Nenhum,Não,0,Nenhuma,33.326,-18.21958333
